transaction_id,account_id,transaction_type,amount,transaction_date,is_fraud
12598,682,Transfer,26.99,2026-04-18 13:23:59,0
12599,418,Withdrawal,19.03,2025-11-16 04:35:59,0
12600,19,Deposit,42.7,2025-12-12 07:54:59,0
12601,148,Transfer,362.41,2026-06-02 23:15:59,0
12602,342,Withdrawal,322.83,2026-06-04 10:17:59,0
12603,246,Deposit,209.11,2026-01-01 04:29:59,0
12604,552,Bill Payment,158.88,2026-06-28 22:49:59,0
12605,4,Transfer,549.04,2026-02-13 22:44:59,0
12606,66,Deposit,364.86,2026-02-17 08:37:59,0
12607,67,POS Purchase,418.75,2026-01-03 10:11:59,0
12608,385,Deposit,420.51,2026-04-06 05:51:59,0
12609,588,POS Purchase,258.31,2026-02-14 20:51:59,0
12610,395,Deposit,154.13,2025-12-09 21:40:59,0
12611,567,Deposit,501.02,2026-04-23 02:14:59,0
12612,59,Withdrawal,651.95,2026-03-03 20:27:59,0
12613,395,Deposit,7.02,2025-10-07 20:43:59,0
12614,677,Bill Payment,14.23,2025-08-28 03:17:59,0
12615,134,Transfer,797.99,2025-08-10 21:31:59,0
12616,69,Withdrawal,82.14,2025-08-20 07:29:59,0
12617,246,Withdrawal,517.62,2026-04-15 00:52:59,1
12618,700,Bill Payment,124.08,2025-07-28 18:20:59,0
12619,518,POS Purchase,32.7,2026-02-22 06:29:59,0
12620,368,Bill Payment,21.97,2025-11-03 01:26:59,0
12621,377,Bill Payment,43.55,2026-06-28 07:37:59,0
12622,106,Deposit,72.88,2026-04-17 05:33:59,0
12623,142,Deposit,168.61,2026-03-11 15:28:59,0
12624,280,Deposit,303.24,2025-10-16 02:03:59,0
12625,307,Deposit,1075.4,2025-10-15 17:40:59,0
12626,525,Transfer,146.63,2025-12-19 21:48:59,0
12627,139,Transfer,183.55,2025-12-21 20:34:59,0
12628,262,Withdrawal,185.44,2025-10-04 03:00:59,0
12629,73,Transfer,194.82,2025-08-24 18:27:59,0
12630,208,Withdrawal,183.32,2026-01-04 21:12:59,0
12631,112,Withdrawal,3.2,2025-10-26 09:51:59,0
12632,219,Deposit,1.43,2026-01-03 23:45:59,0
12633,644,Withdrawal,26.69,2025-09-02 12:46:59,0
12634,250,Bill Payment,27.77,2025-09-18 17:23:59,0
12635,431,Bill Payment,306.11,2026-06-27 05:42:59,0
12636,128,Withdrawal,58.33,2026-01-15 10:19:59,0
12637,156,Deposit,563.77,2025-09-07 12:45:59,0
12638,31,POS Purchase,660.89,2026-04-16 17:21:59,0
12639,520,Bill Payment,932.32,2026-05-05 04:52:59,0
12640,212,Deposit,700.55,2026-05-13 07:31:59,0
12641,529,POS Purchase,80.33,2025-08-21 07:20:59,0
12642,433,Deposit,179.22,2025-09-29 11:33:59,0
12643,523,Withdrawal,49.23,2026-04-23 05:05:59,0
12644,680,POS Purchase,411.24,2026-05-30 14:13:59,0
12645,242,Withdrawal,549.28,2025-12-19 07:30:59,0
12646,532,Bill Payment,477.44,2025-10-09 03:54:59,0
12647,379,POS Purchase,143.01,2026-04-22 11:02:59,0
12648,538,Bill Payment,356.4,2026-03-15 08:31:59,0
12649,513,Deposit,26.67,2026-03-01 00:14:59,0
12650,53,Withdrawal,11.27,2025-11-29 20:05:59,0
12651,163,Withdrawal,350.83,2026-06-09 22:38:59,0
12652,649,Bill Payment,139.5,2025-11-26 02:56:59,1
12653,598,Withdrawal,1354.67,2026-06-26 01:40:59,0
12654,591,Deposit,26.58,2026-03-14 21:55:59,0
12655,157,Transfer,484.84,2026-04-19 05:14:59,0
12656,309,Bill Payment,164.47,2026-01-24 04:15:59,0
12657,213,Bill Payment,439.83,2025-10-15 07:22:59,0
12658,111,Transfer,425.74,2026-05-23 23:01:59,0
12659,385,Bill Payment,620.21,2026-06-21 03:25:59,0
12660,280,Deposit,89.4,2025-11-12 19:13:59,0
12661,349,Transfer,748.93,2025-12-22 18:05:59,0
12662,193,Withdrawal,42.12,2026-02-07 16:52:59,0
12663,699,Bill Payment,22.38,2025-08-08 03:21:59,0
12664,486,Transfer,142.24,2026-05-08 23:05:59,0
12665,299,Transfer,441.54,2026-06-12 00:03:59,0
12666,684,Transfer,161.34,2026-05-04 12:12:59,0
12667,359,Bill Payment,442.94,2025-09-09 12:09:59,0
12668,120,Deposit,328.04,2025-11-17 10:50:59,0
12669,220,Transfer,59.75,2026-05-06 23:39:59,0
12670,360,POS Purchase,744.4,2025-12-27 21:50:59,0
12671,602,Transfer,16.68,2025-07-21 06:21:59,0
12672,220,Bill Payment,572.38,2025-07-19 09:56:59,0
12673,295,POS Purchase,91.76,2026-06-11 09:24:59,0
12674,68,POS Purchase,174.36,2025-09-03 01:57:59,0
12675,324,Bill Payment,138.2,2026-02-01 02:47:59,0
12676,219,Bill Payment,48.14,2026-05-12 09:22:59,0
12677,38,POS Purchase,111.85,2026-05-03 08:09:59,0
12678,240,Deposit,54.59,2025-10-31 00:01:59,0
12679,36,Bill Payment,58.0,2026-03-05 19:06:59,0
12680,257,Withdrawal,52.77,2025-10-16 20:38:59,0
12681,699,Bill Payment,168.85,2025-08-05 21:00:59,0
12682,31,Deposit,400.79,2026-06-30 08:31:59,0
12683,200,Transfer,211.39,2025-11-03 09:44:59,0
12684,482,Withdrawal,560.21,2026-06-25 02:23:59,0
12685,433,Withdrawal,254.02,2025-08-28 03:11:59,0
12686,264,Deposit,293.26,2025-09-21 23:36:59,0
12687,695,Deposit,276.36,2025-09-09 21:26:59,0
12688,328,Withdrawal,150.21,2026-01-20 17:36:59,0
12689,86,Deposit,293.26,2026-02-22 09:29:59,0
12690,643,Transfer,19.06,2026-03-07 02:11:59,0
12691,289,Bill Payment,492.26,2025-09-19 12:02:59,0
12692,138,Deposit,377.06,2026-06-30 12:44:59,0
12693,402,POS Purchase,71.34,2025-10-06 01:49:59,0
12694,311,Deposit,366.29,2025-08-19 03:13:59,0
12695,579,Bill Payment,4.18,2026-02-20 09:55:59,0
12696,77,POS Purchase,62.23,2026-06-26 15:08:59,0
12697,365,Deposit,17.84,2025-10-16 14:16:59,0
12698,174,POS Purchase,379.79,2026-04-21 15:08:59,0
12699,225,Transfer,353.52,2025-10-25 05:55:59,0
12700,381,Bill Payment,421.01,2025-09-01 04:30:59,0
12701,542,Bill Payment,2.12,2026-06-01 04:27:59,0
12702,287,Bill Payment,174.9,2025-11-05 00:57:59,0
12703,114,Transfer,306.06,2026-06-29 00:50:59,0
12704,691,Bill Payment,43.22,2026-05-09 16:46:59,0
12705,667,POS Purchase,263.31,2026-04-11 11:07:59,0
12706,254,Withdrawal,22.96,2026-02-12 01:11:59,0
12707,149,Deposit,51.02,2025-12-25 21:56:59,0
12708,164,Withdrawal,162.47,2026-02-18 18:16:59,0
12709,463,Bill Payment,266.02,2026-06-14 08:40:59,0
12710,106,Transfer,40.42,2026-07-02 21:37:59,0
12711,547,Bill Payment,52.21,2025-08-20 17:04:59,0
12712,155,Withdrawal,58.18,2026-01-14 05:27:59,0
12713,34,Bill Payment,69.18,2025-11-10 15:35:59,0
12714,463,Transfer,65.22,2025-12-29 19:25:59,0
12715,293,Deposit,126.69,2025-07-16 19:48:59,0
12716,4,POS Purchase,266.18,2026-05-01 02:16:59,0
12717,531,Transfer,145.08,2026-03-02 00:24:59,1
12718,696,POS Purchase,375.0,2026-02-02 09:05:59,0
12719,400,Bill Payment,318.59,2026-04-28 17:31:59,0
12720,192,Bill Payment,34.82,2026-04-11 08:38:59,0
12721,654,Deposit,13.52,2026-07-05 02:16:59,0
12722,43,POS Purchase,526.81,2026-03-16 10:22:59,0
12723,614,Withdrawal,21.8,2025-07-18 02:21:59,0
12724,591,POS Purchase,41.14,2025-11-07 08:54:59,0
12725,14,Deposit,6.6,2025-10-13 23:35:59,0
12726,6,POS Purchase,248.44,2025-10-14 13:18:59,0
12727,697,Withdrawal,219.29,2026-07-05 22:55:59,0
12728,494,Transfer,1084.86,2025-11-15 21:05:59,0
12729,198,Withdrawal,545.94,2025-09-22 07:37:59,0
12730,24,Transfer,133.27,2025-12-13 07:03:59,0
12731,535,POS Purchase,117.14,2026-06-12 20:11:59,0
12732,12,Transfer,89.05,2026-04-30 20:55:59,0
12733,186,Deposit,42.34,2025-07-23 15:13:59,0
12734,153,Withdrawal,38.15,2025-12-11 18:21:59,0
12735,97,Transfer,36.47,2025-10-07 08:57:59,0
12736,516,POS Purchase,31.29,2025-08-08 13:54:59,0
12737,473,Withdrawal,69.78,2026-06-11 19:17:59,0
12738,566,Transfer,92.56,2025-07-26 10:29:59,0
12739,622,Bill Payment,815.79,2025-12-19 01:53:59,0
12740,345,Withdrawal,216.97,2026-05-27 00:59:59,0
12741,112,Withdrawal,1098.43,2025-09-24 11:10:59,0
12742,326,POS Purchase,117.49,2026-06-22 04:19:59,0
12743,338,Bill Payment,153.95,2025-07-11 16:37:59,0
12744,276,Bill Payment,99.1,2026-06-07 11:53:59,0
12745,87,Withdrawal,51.49,2025-10-15 01:13:59,0
12746,18,Deposit,39.63,2026-01-24 03:58:59,1
12747,419,Transfer,726.47,2025-09-23 05:31:59,0
12748,371,Transfer,1083.09,2026-01-12 12:07:59,0
12749,194,Withdrawal,12.49,2025-07-12 12:23:59,0
12750,543,Withdrawal,41.73,2026-06-10 15:30:59,0
12751,274,POS Purchase,138.71,2025-09-09 17:41:59,0
12752,104,Deposit,52.55,2026-03-28 21:59:59,0
12753,498,Deposit,114.09,2025-11-29 14:16:59,0
12754,261,Deposit,35.56,2026-01-20 18:45:59,0
12755,112,Deposit,153.44,2026-03-26 14:50:59,0
12756,116,Withdrawal,80.26,2026-06-18 09:34:59,0
12757,591,Transfer,109.43,2025-08-09 12:40:59,0
12758,184,Withdrawal,25.77,2025-09-28 10:27:59,0
12759,223,POS Purchase,140.71,2026-05-01 07:22:59,0
12760,554,Transfer,1023.45,2026-03-25 13:57:59,0
12761,507,Withdrawal,100.68,2025-12-18 11:50:59,0
12762,276,POS Purchase,523.74,2025-08-21 23:33:59,0
12763,87,POS Purchase,464.19,2026-05-02 20:53:59,0
12764,95,Deposit,760.44,2025-12-25 06:09:59,0
12765,305,Withdrawal,391.29,2026-06-13 03:44:59,0
12766,669,Withdrawal,270.41,2026-05-30 21:32:59,0
12767,669,POS Purchase,486.5,2026-06-05 20:23:59,0
12768,640,POS Purchase,20.66,2026-03-06 06:29:59,0
12769,89,Bill Payment,156.36,2026-02-02 17:40:59,0
12770,609,Deposit,1134.36,2025-09-02 21:56:59,0
12771,215,Deposit,367.98,2026-02-17 09:07:59,0
12772,81,Transfer,819.04,2025-09-03 11:38:59,0
12773,691,POS Purchase,379.12,2026-04-02 15:31:59,0
12774,269,Transfer,520.62,2026-01-19 15:20:59,0
12775,645,Deposit,307.49,2026-05-21 03:51:59,0
12776,507,Withdrawal,358.3,2026-02-15 21:48:59,0
12777,685,POS Purchase,186.15,2025-10-22 06:08:59,0
12778,654,Withdrawal,646.04,2025-08-05 10:19:59,0
12779,360,Bill Payment,436.8,2026-06-27 10:08:59,0
12780,97,Bill Payment,465.29,2026-02-21 13:36:59,0
12781,476,POS Purchase,280.46,2025-12-15 19:24:59,0
12782,234,Deposit,91.81,2026-01-04 05:07:59,0
12783,207,Withdrawal,10.07,2026-06-07 09:49:59,0
12784,646,POS Purchase,686.87,2026-02-26 12:08:59,0
12785,17,Bill Payment,221.55,2026-04-20 00:34:59,0
12786,484,POS Purchase,89.51,2026-02-17 14:15:59,0
12787,63,Withdrawal,41.38,2026-06-29 15:13:59,0
12788,296,Deposit,443.29,2025-11-23 10:48:59,0
12789,95,Bill Payment,453.77,2026-01-25 03:21:59,0
12790,63,Deposit,422.19,2025-12-20 00:26:59,0
12791,170,Transfer,259.97,2026-04-11 19:12:59,0
12792,19,Bill Payment,114.93,2025-07-15 20:00:59,0
12793,625,POS Purchase,91.63,2025-10-13 09:07:59,0
12794,290,Bill Payment,3.15,2025-07-27 21:21:59,0
12795,309,POS Purchase,449.35,2026-03-03 07:45:59,0
12796,150,POS Purchase,23.87,2025-09-10 16:04:59,0
12797,98,Transfer,250.07,2025-11-10 17:56:59,0
12798,368,Withdrawal,176.33,2025-10-16 03:58:59,0
12799,22,POS Purchase,188.0,2026-05-31 15:05:59,0
12800,518,POS Purchase,654.34,2026-06-07 16:52:59,0
12801,181,Deposit,9.03,2026-03-23 21:23:59,0
12802,659,Transfer,372.13,2026-01-29 19:00:59,0
12803,10,Withdrawal,14.36,2025-11-18 18:42:59,0
12804,367,Bill Payment,10.73,2026-01-08 10:18:59,0
12805,81,POS Purchase,141.45,2026-03-08 09:55:59,0
12806,621,Transfer,17.29,2025-07-26 19:35:59,0
12807,685,Transfer,390.14,2026-07-05 09:15:59,0
12808,144,Deposit,189.52,2026-05-08 21:56:59,0
12809,277,POS Purchase,8.370000000000001,2025-08-22 16:27:59,0
12810,75,Deposit,11.34,2026-02-26 09:15:59,0
12811,598,Transfer,238.12,2025-11-24 14:50:59,0
12812,243,Withdrawal,411.12,2026-05-25 07:15:59,0
12813,513,Bill Payment,144.97,2025-12-07 15:07:59,0
12814,615,Bill Payment,203.18,2025-10-29 11:33:59,0
12815,329,Transfer,403.15,2025-07-21 05:29:59,0
12816,453,POS Purchase,236.73,2026-06-08 08:03:59,0
12817,69,Bill Payment,64.65,2025-10-18 04:14:59,0
12818,519,Deposit,238.37,2025-07-16 10:00:59,0
12819,578,Withdrawal,248.4,2026-01-03 13:49:59,0
12820,517,POS Purchase,332.17,2025-11-30 22:49:59,0
12821,108,Deposit,243.47,2026-02-16 23:02:59,0
12822,378,Bill Payment,871.4,2025-11-01 07:06:59,0
12823,1,Deposit,55.94,2026-06-22 20:31:59,0
12824,198,Withdrawal,755.45,2025-12-20 05:33:59,0
12825,81,Transfer,194.23,2026-01-27 19:39:59,0
12826,645,Transfer,279.65,2025-12-25 09:04:59,0
12827,94,Transfer,27.19,2026-01-25 10:37:59,0
12828,216,Transfer,120.74,2026-05-21 15:23:59,0
12829,696,POS Purchase,367.75,2026-01-21 15:02:59,0
12830,469,Transfer,307.82,2026-07-02 14:21:59,0
12831,434,Transfer,11.24,2026-02-08 08:04:59,0
12832,475,Bill Payment,198.74,2025-12-14 11:04:59,0
12833,393,Transfer,24.11,2025-12-31 03:04:59,0
12834,119,Deposit,1372.55,2025-08-07 00:15:59,0
12835,471,POS Purchase,569.98,2026-01-25 05:53:59,0
12836,189,Transfer,6.33,2026-05-05 07:05:59,0
12837,233,Transfer,490.13,2025-12-01 17:06:59,0
12838,177,POS Purchase,630.66,2025-12-17 13:01:59,0
12839,540,Withdrawal,110.06,2026-03-21 06:28:59,0
12840,459,Transfer,318.8,2025-08-14 02:26:59,0
12841,254,Bill Payment,146.9,2025-08-06 13:42:59,0
12842,551,Bill Payment,267.22,2026-03-10 23:28:59,0
12843,377,Withdrawal,105.0,2025-12-01 10:00:59,0
12844,337,POS Purchase,98.36,2026-06-27 14:06:59,0
12845,680,Transfer,139.1,2025-12-15 06:25:59,0
12846,643,Deposit,40.33,2026-05-27 08:04:59,0
12847,320,Bill Payment,445.67,2025-12-11 04:29:59,0
12848,386,Deposit,108.2,2026-04-03 08:02:59,0
12849,401,Transfer,128.76999999999998,2026-02-13 10:52:59,0
12850,208,Withdrawal,562.21,2025-11-30 15:13:59,0
12851,415,Withdrawal,172.6,2025-09-21 01:45:59,0
12852,643,Withdrawal,197.45,2025-08-23 00:53:59,0
12853,345,Bill Payment,784.74,2026-02-09 00:53:59,0
12854,58,Bill Payment,545.49,2026-06-22 12:38:59,0
12855,163,Bill Payment,47.42,2026-06-23 02:27:59,0
12856,683,Withdrawal,161.24,2026-02-05 22:24:59,0
12857,77,Transfer,888.68,2026-03-02 09:06:59,0
12858,481,Deposit,117.45,2026-02-07 18:40:59,0
12859,162,Bill Payment,117.13,2025-09-04 09:21:59,0
12860,131,Withdrawal,55.24,2025-11-17 05:24:59,0
12861,348,Bill Payment,31.35,2025-10-06 19:23:59,0
12862,90,Bill Payment,338.06,2026-02-14 19:13:59,0
12863,189,Bill Payment,368.45,2025-08-27 20:30:59,0
12864,75,Deposit,869.55,2026-05-02 06:36:59,0
12865,661,Bill Payment,372.16,2026-03-28 13:14:59,0
12866,532,Deposit,70.71,2026-03-17 10:53:59,0
12867,119,Transfer,11.24,2026-01-27 00:09:59,1
12868,198,Withdrawal,1058.32,2026-06-06 07:41:59,0
12869,337,Deposit,105.05,2026-05-12 03:51:59,0
12870,395,Deposit,94.48,2026-01-29 05:04:59,0
12871,315,POS Purchase,592.0,2026-04-16 06:02:59,0
12872,586,Deposit,220.93,2025-08-10 12:32:59,0
12873,556,POS Purchase,61.48,2026-02-19 22:12:59,0
12874,569,Deposit,550.77,2025-11-18 12:30:59,0
12875,275,Deposit,1254.69,2026-01-24 13:04:59,0
12876,658,Deposit,23.67,2025-10-20 11:04:59,0
12877,291,POS Purchase,496.58,2026-01-03 17:15:59,0
12878,91,Deposit,124.79,2025-12-05 03:29:59,1
12879,576,Deposit,186.62,2025-12-18 07:09:59,0
12880,697,POS Purchase,616.74,2026-04-03 09:24:59,0
12881,543,Transfer,907.52,2025-08-05 15:58:59,0
12882,250,POS Purchase,77.01,2026-03-01 13:31:59,0
12883,615,POS Purchase,60.83,2025-09-20 01:15:59,0
12884,347,Transfer,21.99,2025-11-21 07:56:59,0
12885,555,POS Purchase,207.27,2025-07-20 21:34:59,0
12886,208,Deposit,4.42,2025-09-11 05:26:59,0
12887,136,Bill Payment,133.71,2025-08-16 19:23:59,0
12888,696,Bill Payment,20.05,2026-06-02 02:49:59,0
12889,377,Bill Payment,130.89,2026-02-11 18:06:59,0
12890,368,Deposit,11.19,2025-09-18 03:37:59,0
12891,201,Bill Payment,451.78,2026-05-22 05:06:59,0
12892,92,Bill Payment,59.85,2025-11-10 17:27:59,0
12893,574,Transfer,100.49,2026-01-28 04:19:59,0
12894,585,Transfer,511.15,2026-02-23 12:25:59,0
12895,62,Deposit,343.87,2025-12-25 07:41:59,0
12896,249,Transfer,62.81,2025-10-21 14:33:59,0
12897,625,Withdrawal,19.65,2025-10-20 09:59:59,0
12898,127,Withdrawal,315.41,2025-11-20 16:54:59,0
12899,458,Deposit,124.86,2025-10-05 11:35:59,0
12900,500,Transfer,364.19,2026-05-20 15:31:59,0
12901,656,POS Purchase,148.33,2026-02-11 11:03:59,0
12902,544,POS Purchase,107.16,2026-02-24 15:29:59,0
12903,524,Bill Payment,151.01,2025-07-26 14:55:59,0
12904,318,Transfer,346.14,2025-11-05 14:22:59,0
12905,482,Bill Payment,582.26,2026-06-02 05:23:59,0
12906,31,Deposit,13.76,2026-06-19 05:03:59,0
12907,588,Bill Payment,186.64,2026-03-04 19:55:59,0
12908,331,POS Purchase,9.35,2025-11-01 19:02:59,0
12909,505,Deposit,158.97,2026-02-03 09:22:59,0
12910,372,Bill Payment,542.32,2025-10-22 18:03:59,0
12911,696,Deposit,113.19,2025-07-18 09:22:59,0
12912,249,Withdrawal,674.72,2025-10-26 12:50:59,0
12913,234,Bill Payment,249.97,2026-03-20 16:06:59,0
12914,452,Withdrawal,681.11,2025-07-30 03:44:59,0
12915,44,Withdrawal,354.84,2025-12-31 10:52:59,0
12916,279,Withdrawal,28.3,2025-07-31 22:48:59,0
12917,625,Transfer,66.72,2026-04-05 09:39:59,0
12918,299,POS Purchase,126.29,2025-12-25 14:19:59,0
12919,442,POS Purchase,47.61,2026-04-21 09:53:59,0
12920,75,Deposit,171.76,2025-12-15 18:19:59,0
12921,564,Transfer,160.37,2026-04-06 00:53:59,0
12922,698,Transfer,783.37,2026-01-22 23:38:59,0
12923,495,Bill Payment,143.17,2026-01-30 02:47:59,0
12924,56,Deposit,386.01,2026-03-15 17:09:59,0
12925,518,Bill Payment,712.44,2026-03-18 20:33:59,0
12926,276,Withdrawal,524.87,2026-03-26 08:00:59,0
12927,531,Withdrawal,59.51,2026-01-16 08:07:59,0
12928,273,Transfer,172.31,2026-01-03 18:49:59,0
12929,377,POS Purchase,107.83,2026-04-12 02:19:59,0
12930,100,Deposit,128.65,2026-05-02 18:53:59,0
12931,46,Transfer,112.89,2025-12-01 08:29:59,0
12932,605,Transfer,438.69,2026-03-28 05:11:59,0
12933,123,POS Purchase,151.43,2026-02-11 12:37:59,0
12934,480,Transfer,186.42,2026-07-09 18:15:59,0
12935,605,POS Purchase,1011.64,2026-01-09 23:07:59,0
12936,434,Deposit,16.46,2025-07-24 08:55:59,0
12937,41,POS Purchase,168.34,2026-03-29 18:17:59,0
12938,344,Transfer,372.87,2026-04-05 07:16:59,0
12939,308,Withdrawal,41.97,2026-06-23 17:29:59,0
12940,661,Deposit,237.39,2026-01-12 17:38:59,0
12941,237,Transfer,69.43,2026-02-22 06:44:59,0
12942,397,Bill Payment,506.11,2026-03-23 11:55:59,0
12943,455,POS Purchase,100.04,2025-08-09 22:19:59,0
12944,318,Transfer,100.77,2026-01-03 15:16:59,0
12945,528,Withdrawal,228.95,2025-11-21 04:45:59,0
12946,7,POS Purchase,51.7,2026-02-23 18:59:59,0
12947,100,POS Purchase,84.83,2026-04-28 16:45:59,0
12948,41,Transfer,135.73,2026-04-02 02:03:59,0
12949,410,POS Purchase,110.1,2025-11-17 22:43:59,0
12950,287,Deposit,187.05,2026-01-21 21:25:59,0
12951,267,Deposit,229.85,2026-06-13 02:36:59,0
12952,464,Transfer,210.06,2026-06-18 08:46:59,0
12953,411,Bill Payment,266.45,2025-10-16 15:05:59,0
12954,284,Bill Payment,92.95,2025-10-28 11:50:59,0
12955,349,Bill Payment,34.79,2026-04-13 10:05:59,0
12956,239,Transfer,358.62,2026-03-13 04:03:59,0
12957,472,Withdrawal,476.58,2026-02-12 10:53:59,0
12958,99,Deposit,75.27,2026-06-01 08:24:59,0
12959,330,POS Purchase,131.68,2026-02-13 13:01:59,0
12960,495,POS Purchase,173.57,2026-05-01 03:33:59,0
12961,272,Deposit,191.53,2026-04-14 08:01:59,0
12962,609,Bill Payment,270.33,2026-03-28 17:23:59,0
12963,430,Withdrawal,11.62,2026-04-08 05:19:59,0
12964,148,Withdrawal,320.56,2026-03-14 13:40:59,0
12965,429,Deposit,16.990000000000002,2025-10-01 16:53:59,0
12966,522,Deposit,158.91,2025-11-28 01:24:59,0
12967,156,Bill Payment,440.59,2025-10-10 14:56:59,0
12968,502,Transfer,151.01,2026-04-12 10:24:59,0
12969,106,Bill Payment,41.36,2025-09-15 22:15:59,0
12970,630,Bill Payment,1051.49,2025-08-12 03:02:59,0
12971,275,Bill Payment,551.2,2026-02-21 01:32:59,0
12972,208,Deposit,369.85,2026-06-26 21:18:59,0
12973,537,Deposit,133.55,2026-05-09 22:48:59,0
12974,476,POS Purchase,51.79,2026-01-26 13:44:59,0
12975,588,Deposit,710.3,2026-04-24 16:14:59,0
12976,288,Transfer,191.01,2025-07-27 15:06:59,0
12977,47,POS Purchase,479.24,2025-11-01 21:21:59,0
12978,556,POS Purchase,105.67,2026-03-03 20:19:59,0
12979,384,Transfer,103.1,2025-08-10 03:29:59,0
12980,562,Transfer,1060.1,2025-09-28 10:58:59,0
12981,372,Transfer,185.45,2026-05-20 16:11:59,0
12982,479,Transfer,38.91,2026-02-16 00:59:59,0
12983,534,Bill Payment,63.01,2026-02-04 04:12:59,0
12984,351,Withdrawal,165.42,2026-05-07 15:22:59,0
12985,90,Withdrawal,11.85,2025-10-21 01:52:59,0
12986,178,Bill Payment,156.22,2026-06-11 20:32:59,0
12987,99,POS Purchase,136.73,2026-05-30 19:58:59,0
12988,585,Deposit,378.78,2025-09-21 11:12:59,0
12989,479,Withdrawal,110.6,2026-01-08 06:16:59,0
12990,131,Deposit,1013.09,2025-12-18 02:21:59,0
12991,264,Transfer,50.85,2026-07-09 03:31:59,0
12992,578,Bill Payment,224.5,2025-08-18 15:39:59,0
12993,321,Withdrawal,24.5,2026-06-20 03:07:59,1
12994,124,POS Purchase,331.94,2025-08-02 22:49:59,0
12995,437,Transfer,1313.56,2025-09-24 13:19:59,0
12996,130,Withdrawal,428.51,2026-01-05 22:48:59,0
12997,225,Bill Payment,203.82,2026-02-06 15:32:59,0
12998,160,Deposit,166.77,2026-02-12 00:38:59,0
12999,376,Bill Payment,451.5,2026-06-04 07:05:59,0
13000,56,Withdrawal,688.12,2026-02-19 12:07:59,0
13001,53,POS Purchase,1133.2,2026-01-17 09:35:59,0
13002,362,Withdrawal,127.27,2026-03-26 03:25:59,0
13003,351,Bill Payment,1176.35,2026-04-19 19:23:59,0
13004,96,Deposit,43.38,2026-03-10 07:28:59,0
13005,693,POS Purchase,74.11,2026-01-05 09:20:59,0
13006,110,Deposit,24.31,2026-03-08 03:44:59,0
13007,500,Transfer,80.27,2026-03-24 13:02:59,0
13008,123,POS Purchase,366.19,2026-05-27 23:47:59,0
13009,211,Bill Payment,480.2,2026-03-31 18:42:59,0
13010,475,Deposit,378.28,2026-04-29 22:09:59,0
13011,412,Withdrawal,250.28,2025-09-01 10:42:59,0
13012,265,Bill Payment,181.37,2026-07-05 13:29:59,0
13013,299,Deposit,309.35,2026-02-17 07:00:59,0
13014,529,Transfer,124.92,2026-05-07 12:30:59,0
13015,455,Deposit,461.2,2026-04-13 00:35:59,0
13016,310,Bill Payment,283.67,2025-10-23 04:44:59,0
13017,471,Transfer,300.17,2025-10-05 17:09:59,0
13018,519,Withdrawal,192.93,2026-02-23 07:06:59,0
13019,243,Deposit,542.2,2025-11-27 01:39:59,0
13020,150,Bill Payment,73.59,2026-06-24 11:26:59,0
13021,417,Withdrawal,120.97,2026-05-24 15:04:59,0
13022,167,Withdrawal,376.87,2026-01-23 14:42:59,0
13023,238,Transfer,170.69,2025-09-19 13:55:59,0
13024,512,Bill Payment,551.04,2025-11-03 10:48:59,0
13025,513,Bill Payment,107.31,2025-09-15 02:46:59,0
13026,19,Withdrawal,116.24,2025-09-09 05:04:59,0
13027,557,Transfer,549.96,2025-10-15 22:16:59,0
13028,358,POS Purchase,157.08,2025-10-13 08:06:59,0
13029,289,Bill Payment,182.48,2026-04-04 03:34:59,0
13030,145,Transfer,102.15,2025-12-26 08:18:59,0
13031,623,POS Purchase,81.97,2026-03-22 03:46:59,0
13032,219,POS Purchase,267.74,2025-09-09 01:48:59,0
13033,134,POS Purchase,32.91,2026-03-31 16:20:59,0
13034,634,Withdrawal,529.56,2026-07-05 09:32:59,0
13035,314,Deposit,378.63,2025-10-22 03:09:59,0
13036,327,Transfer,53.91,2025-11-30 11:30:59,0
13037,305,Bill Payment,297.06,2025-12-21 21:51:59,0
13038,116,Withdrawal,231.72,2026-02-10 05:41:59,0
13039,36,Withdrawal,52.0,2026-06-02 20:16:59,0
13040,121,Transfer,80.78,2026-06-19 13:39:59,0
13041,101,Bill Payment,132.48,2026-04-18 01:11:59,0
13042,508,Transfer,301.36,2025-10-22 09:03:59,0
13043,1,Transfer,255.53,2025-12-16 20:00:59,0
13044,289,Withdrawal,190.95,2026-03-20 21:53:59,0
13045,466,Withdrawal,366.7,2025-10-02 23:33:59,0
13046,590,Transfer,355.64,2025-10-20 00:48:59,0
13047,281,POS Purchase,241.49,2026-03-10 09:46:59,0
13048,163,Bill Payment,387.6,2026-05-07 21:38:59,0
13049,665,Withdrawal,102.72,2026-02-08 05:49:59,0
13050,48,Deposit,533.68,2026-05-01 14:28:59,0
13051,355,POS Purchase,239.57,2026-01-16 18:34:59,0
13052,53,Withdrawal,433.0,2026-05-13 02:37:59,1
13053,590,Transfer,198.57,2025-11-07 03:29:59,0
13054,484,Deposit,62.62,2026-02-17 07:55:59,0
13055,211,Bill Payment,196.45,2025-11-24 04:15:59,0
13056,512,POS Purchase,116.95,2025-09-14 00:32:59,0
13057,503,Bill Payment,299.92,2026-05-16 14:55:59,0
13058,7,Transfer,162.47,2026-04-28 07:17:59,0
13059,115,POS Purchase,453.14,2025-07-20 20:21:59,0
